ao_type,title,description,cluster
services,Réservation de 50 à 60 places de crèche au Sud de Massy Atlantis,Réservation de 50 à 60 places de crèche au Sud de Massy Atlantis&amp;lt;br/&amp;gt;,5
services,Gestion administrative et financière de la rémunération des stagiaires de la formation professionnelle continue et réalisation d'enquêtes sur le devenir des stagiaires 2026-2030,Gestion administrative et financière de la rémunération des stagiaires de la formation professionnelle continue et réalisation d'enquêtes sur le devenir des stagiaires 2026-2030,1
supplies,Fourniture de matériel de plomberie,Fourniture de matériel de plomberie,6
supplies,Fourniture de matériel de quincaillerie,Fourniture de matériel de quincaillerie,6
supplies,Fourniture de matériel de serrurerie,Fourniture de matériel de serrurerie,6
services,Ville de Besançon - Médiation sociale sur le secteur Battant élargi,"Le présent marché a pour objet de confier à un prestataire différentes missions destinées à préserver et améliorer la tranquillité des usagers du domaine public sur le secteur Battant élargi. Le marché consiste à : - Contribuer à la tranquillité publique par une intervention coordonnée ; - Réguler l'appropriation des espaces publics ; - Rassurer les usagers de l'espace public ; - Relayer des informations constatées par les médiateurs. Le dispositif de médiation sociale sur le périmètre retenue du centre-ville de la Ville de Besançon s'inscrit dans un plan d'action visant à améliorer la qualité du cadre de vie et à apporter des réponses concrètes aux attentes légitimes des habitants, commerçants, associations et structures locales, et usagers de l'espace public. Le dispositif s'inscrit dans une logique de collaboration opérationnelle avec les partenaires et acteurs locaux, publics et privés. Elle doit déboucher sur des solutions adaptées permettant d'améliorer l'ambiance urbaine (sentiment de confort, de bien-être de l'habitant au sein de son quartier) et le vivre-ensemble. Face à ces enjeux, la Ville de Besançon souhaite faire appel à un opérateur expérimenté en matière de médiation sociale ayant déjà effectué des missions similaires sur des sites et des espaces sensibles. Les prestations sont réglées par des prix unitaires et forfaitaires",1
supplies,ACQUISITION DE 2 BUS STANDARDS D'OCCASION FONCTIONNANT AU GAZ,ACQUISITION DE 2 BUS STANDARDS D'OCCASION FONCTIONNANT AU GAZ,5
services,Concession de service public pour l'exploitation des espaces commerciaux du musee de l'orangerie,"Concession de service public portant sur l'exploitation des espaces commerciaux du musée de l'Orangerie (restauration, librairie-boutique, site de vente en ligne) Durée totale 8 ans. Valeur estimée 39 millions d'euros.",5
services,Tierce Maintenance Applicative du site web des donneurs volontaires de moelle osseuse (DVMO) ainsi que l'hébergement des sites institutionnels (dont le site DVMO) de l'Agence de la biomédecine.,"Le présent accord-cadre a pour objet la Tierce Maintenance Applicative du site web des donneurs volontaires de moelle osseuse (DVMO) ainsi que l'hébergement des sites institutionnels (dont le site DVMO) de l'Agence de la biomédecine. Tous les sites sont des sites ouverts au grand public. Les prestations sont définies en détail au Cahier des Clauses Techniques Particulières (CCTP) n° AO 24-41 DSI/ND. La finalité du présent marché est quadruple : * Garantir le maintien en bon état de fonctionnement du site web DVMO ainsi que les corrections et évolutions demandées ; * Héberger et maintenir en bon état de disponibilité les sites institutionnels de l'Agence de la biomédecine (y compris le site web DVMO). La liste des sites concernés est annexée au CCTP n° AO 24-41 DSI/ND ; * Pouvoir héberger à la demande de l'Agence d'autres sites web dans différents environnements (test, recette, production) ; * Accompagner l'Agence dans la mise en oeuvre de ses solutions grâce à des expertises du titulaire (par exemple, optimisation de l'architecture, assistance à la recette, méthodologie, sécurité des systèmes d'information, migration d'applications, nouvelles technologies, sécurité des sites hébergé...).",1
supplies,Fourniture d'émulsion et de matériaux bitumineux à froid,Fourniture d'émulsion et de matériaux bitumineux à froid,0
supplies,Papiers pour copieurs et imprimantes de proximité,Papiers pour copieurs et imprimantes de proximité&amp;lt;br/&amp;gt;,6
supplies,Papier pour production presses numérique PREPRINT &amp; OFFSET,Papier pour production presses numérique PREPRINT &amp;amp; OFFSET&amp;lt;br/&amp;gt;,3
supplies,Enveloppes et pochettes &quot;NF environnement&quot; - Pré imprimées 1 couleur et quadrichromie - Et vierges,Enveloppes et pochettes &amp;quot;NF environnement&amp;quot; - Pré imprimées 1 couleur et quadrichromie - Et vierges&amp;lt;br/&amp;gt;,6
supplies,Supports pour traceur,Supports pour traceur&amp;lt;br/&amp;gt;,3
supplies,"Médias, fournitures et outillages pour traceur","Médias, fournitures et outillages pour traceur&amp;lt;br/&amp;gt;",6
supplies,Fourniture de matériels pour la signalisation lumineuse tricolore de marque AXIMUM ou compatible destinés aux équipements existants,Fourniture de matériels pour la signalisation lumineuse tricolore de marque AXIMUM ou compatible destinés aux équipements existants,6
supplies,Fourniture de matériels pour la signalisation lumineuse tricolore destinés aux équipements nouveaux,Fourniture de matériels pour la signalisation lumineuse tricolore destinés aux équipements nouveaux,6
supplies,"Fourniture de poteaux, potelets et potences","Fourniture de poteaux, potelets et potences",6
services,Service de navette estivale pour la ville de Dinard,Service de navette estivale pour la ville de Dinard,5
services,Maintenance préventive et curative courants forts des bâtiments métropolitains,"Le présent marché consiste en la maintenance préventive et curative des équipements électriques - Génie Electrique des bâtiments métropolitains. Plus précisément, il concerne la maintenance préventive et curatives des installations de vidéosurveillance incluant le remplacement du matériel afin de maintenir opérationnels les systèmes en place, et la maintenance et la réparation des systèmes de protection-sécurité anti-intrusion afin de permettre une sécurisation optimale des installations avec obligation de résultat.",5
services,Maintenance préventive et curative des équipements de protection et de surveillance des installations et des bâtiments métropolitains.,"Le présent marché consiste en la maintenance préventive et curative des équipements électriques - Génie Electrique des bâtiments métropolitains. Plus précisément, il concerne la maintenance préventive et curatives des installations de vidéosurveillance incluant le remplacement du matériel afin de maintenir opérationnels les systèmes en place, et, la maintenance et la réparation des systèmes de protection-sécurité anti-intrusion afin de permettre une sécurisation optimale des installations avec obligation de résultat.",5
services,Assistance à maîtrise d'ouvrage informatique,Assistance à maîtrise d'ouvrage informatique,1
services,Accompagnement technique et Assistance au Maintien en Condition Opérationnelle (MCO),Accompagnement technique et Assistance au Maintien en Condition Opérationnelle (MCO),5
services,Accompagnement au changement et formation,Accompagnement au changement et formation,6
works,Travaux d'entretien et de réparation d'ouvrages d'art,Accord-cadre à bons de commande avec maximum annuel de 12.000.000 euro(s) HT. Proposition de variantes facultatives non autorisée. Prestations supplémentaires éventuelles non prévues,2
supplies,VILLE DE DIJON - Acquisition de denrées alimentaires pour la confection de repas des restaurants scolaires des écoles élémentaires et maternelles de la Ville de Dijon,Accord-cadre à bons de commande sans minimum et avec maximum sur la durée globale du contrat mono-attributaire de fournitures,2
services,DIRECTIONS DE PROXIMITE : LE PLESSIS ROBINSON - BAGNEUX,"Le présent marché de services a pour objet la désinsectisation, la dératisation, la désinfection dans les parties communes et les parties privatives et des locaux administratifs et locaux assimilés du patrimoine de HAUTS-DE-SEINE HABITAT - Lot 1 : DIRECTIONS DE PROXIMITE : LE PLESSIS ROBINSON - BAGNEUX.",1
services,DIRECTIONS DE PROXIMITE : SEINE OUEST - SURESNES,"Le présent marché de services a pour objet la désinsectisation, la dératisation, la désinfection dans les parties communes et les parties privatives et des locaux administratifs et assimilés du patrimoine de HAUTS-DE-SEINE HABITAT - Lot 2 : DIRECTIONS DE PROXIMITE : SEINE OUEST - SURESNES.",1
services,DIRECTIONS DE PROXIMITE : RUEIL-MALMAISON - NANTERRE,"Le présent marché de services a pour objet la désinsectisation, la dératisation, la désinfection dans les parties communes et les parties privatives et des locaux administratifs et locaux assimilés du patrimoine de HAUTS-DE-SEINE HABITAT - Lot 3 : DIRECTIONS DE PROXIMITE : RUEIL-MALMAISON - NANTERRE.",1
services,DIRECTIONS DE PROXIMITE : BOIS-COLOMBES - CLICHY,"Le présent marché de services a pour objet la désinsectisation, la dératisation, la désinfection dans les parties communes et les parties privatives et des locaux administratifs et locaux assimilés du patrimoine de HAUTS-DE-SEINE HABITAT - Lot 4 : DIRECTIONS DE PROXIMITE : BOIS-COLOMBES - CLICHY.",1
services,Réhabilitation des passerelles et sécurisation des locaux moteurs,Réhabilitation des passerelles et sécurisation des locaux moteurs,0
services,Sécurisation et évaluation de la porte d'écluse et du plan d'eau,Sécurisation et évaluation de la porte d'écluse et du plan d'eau,1
services,Définition et mise en oeuvre de la stratégie de communication de « Strasbourg Capitale de Noël année 2025 et suivantes »,Montant HT minimum pour la durée totale du contrat : 20000.0 Euro(s) H.T.&amp;lt;br/&amp;gt;&amp;lt;br/&amp;gt;L'accord-cadre sera exécuté par l'émission de bons de commande.&amp;lt;br/&amp;gt;Les prestations sont réglées par des prix unitaires.&amp;lt;br/&amp;gt;Les montants estimatifs sont indicatifs et comprennent la totalité des périodes de reconduction.&amp;lt;br/&amp;gt;Les montants estimatifs sont indicatifs et comprennent les options (prestations similaires et reconductions).&amp;lt;br/&amp;gt;&amp;lt;br/&amp;gt;,2
services,Plateforme de réservation de lieux d'hébergement et d'accompagnement socio-éducatif pour les jeunes en voie d'autonomisation confiés au Département des Hauts-de-Seine,"Le présent marché a pour objet une prestation de réservation de lieux d'hébergement et d'accompagnement socio-éducatif pour les jeunes en voie d'autonomisation confiés au Département des Hauts-de-Seine. Il s'agit principalement des jeunes majeurs, âgés de 18 à 21 ans, faisant l'objet d'un contrat jeune majeur (CJM). Ce marché prévoit la réservation et l'achat, via une plateforme de réservation, de nuitées dans des lieux d'hébergement et de prestations d'accompagnement socio-éducatif modulables en fonction de la situation et des besoins des jeunes. Ces prestations doivent être assurées H24 et 7 jours/7. Il s'agit pour le titulaire de proposer : - Un service d'hébergement comprenant une prestation de restauration adaptée au besoin du jeune : o pour 80 % des jeunes : demi-pension les jours ouvrés et pension complète les week-end et jours fériés ; o pour 20 % des jeunes (jeunes en difficultés ou sans ressources) : pension complète (dont des paniers repas le midi, le cas échéant) ; - Un accompagnement socio-éducatif modulable en fonction de la situation du jeune et de ses besoins (en moyenne de 1 professionnel pour 20 jeunes)",1
